Time,Autokonsumpcja (W),Eksport (W),Import (W),Pobór (W),Produkcja (W)
19.10.2021 15:45,"645.8962","1867.437","0","645.8962","2513.3333"
19.10.2021 16:00,"635.2153","831.4513","634.3889","1269.6042","1466.6666"
19.10.2021 16:15,"385.4689","299.8644","710.6127","1096.0817","685.3333"
19.10.2021 16:30,"394.9684","75.6982","8.5007","403.4691","470.6667"
19.10.2021 16:45,"186.6667","0","159.2956","345.9623","186.6667"
19.10.2021 17:00,"117.3333","0","307.8018","425.1352","117.3333"
19.10.2021 17:15,"0","0","536.3489","536.3489","0"
19.10.2021 17:30,"0","0","567.4745","567.4745","0"
19.10.2021 17:45,"0","0","737.5818","737.5818","0"
19.10.2021 18:00,"0","0","904.2906","904.2906","0"
19.10.2021 18:15,"0","0","863.1554","863.1554","0"
19.10.2021 18:30,"0","0","675.3372","675.3372","0"
19.10.2021 18:45,"0","0","668.7179","668.7179","0"
19.10.2021 19:00,"0","0","689.5693","689.5693","0"
19.10.2021 19:15,"0","0","660.1503","660.1503","0"
19.10.2021 19:30,"0","0","663.7203","663.7203","0"
19.10.2021 19:45,"0","0","823.606","823.606","0"
19.10.2021 20:00,"0","0","541.2773","541.2773","0"
19.10.2021 20:15,"0","0","1038.3728","1038.3728","0"
19.10.2021 20:30,"0","0","714.672","714.672","0"
19.10.2021 20:45,"0","0","2320.8291","2320.8291","0"
19.10.2021 21:00,"0","0","887.3528","887.3528","0"
19.10.2021 21:15,"0","0","1101.7231","1101.7231","0"
19.10.2021 21:30,"0","0","668.3592","668.3592","0"
19.10.2021 21:45,"0","0","667.0386","667.0386","0"
19.10.2021 22:00,"0","0","643.7954","643.7954","0"
19.10.2021 22:15,"0","0","875.3104","875.3104","0"
19.10.2021 22:30,"0","0","606.7952","606.7952","0"
19.10.2021 22:45,"0","0","494.2473","494.2473","0"
19.10.2021 23:00,"0","0","435.1572","435.1572","0"
19.10.2021 23:15,"0","0","420.8833","420.8833","0"
19.10.2021 23:30,"0","0","418.7803","418.7803","0"
19.10.2021 23:45,"0","0","354.0102","354.0102","0"
20.10.2021 0:00,"0","0","321.2844","321.2844","0"
20.10.2021 0:15,"0","0","322.0929","322.0929","0"
20.10.2021 0:30,"0","0","327.7602","327.7602","0"
20.10.2021 0:45,"0","0","324.6501","324.6501","0"
20.10.2021 1:00,"0","0","359.5833","359.5833","0"
20.10.2021 1:15,"0","0","429.3962","429.3962","0"
20.10.2021 1:30,"0","0","428.9297","428.9297","0"
20.10.2021 1:45,"0","0","426.3255","426.3255","0"
20.10.2021 2:00,"0","0","425.9482","425.9482","0"
20.10.2021 2:15,"0","0","423.6035","423.6035","0"
20.10.2021 2:30,"0","0","422.2879","422.2879","0"
20.10.2021 2:45,"0","0","421.8334","421.8334","0"
20.10.2021 3:00,"0","0","421.8118","421.8118","0"
20.10.2021 3:15,"0","0","358.1566","358.1566","0"
20.10.2021 3:30,"0","0","321.9747","321.9747","0"
20.10.2021 3:45,"0","0","324.3282","324.3282","0"
20.10.2021 4:00,"0","0","324.1511","324.1511","0"
20.10.2021 4:15,"0","0","324.9178","324.9178","0"
20.10.2021 4:30,"0","0","323.5803","323.5803","0"
20.10.2021 4:45,"0","0","425.4783","425.4783","0"
20.10.2021 5:00,"0","0","440.1499","440.1499","0"
20.10.2021 5:15,"0","0","456.9854","456.9854","0"
20.10.2021 5:30,"0","0","941.184","941.184","0"
20.10.2021 5:45,"0","0","441.6661","441.6661","0"
20.10.2021 6:00,"0","0","700.1286","700.1286","0"
20.10.2021 6:15,"0","0","447.8951","447.8951","0"
20.10.2021 6:30,"0","0","407.7635","407.7635","0"
20.10.2021 6:45,"0","0","337.6121","337.6121","0"
20.10.2021 7:00,"0","0","322.7837","322.7837","0"
20.10.2021 7:15,"0","0","333.3236","333.3236","0"
20.10.2021 7:30,"4.6667","0","321.4118","326.0784","4.6667"
20.10.2021 7:45,"31","0","289.2356","320.2356","31"
20.10.2021 8:00,"182.6667","0","524.7795","707.4462","182.6667"
20.10.2021 8:15,"318.1203","16.213","76.512","394.6324","334.3333"
20.10.2021 8:30,"745.3382","780.9952","943.0064","1688.3446","1526.3334"
20.10.2021 8:45,"906.9775","966.6891","85.0256","992.0031","1873.6666"
20.10.2021 9:00,"386.0853","1526.248","0","386.0853","1912.3334"
20.10.2021 9:15,"797.4718","151.1949","1442.3458","2239.8176","948.6667"
20.10.2021 9:30,"1278.6666","0","462.7414","1741.408","1278.6666"
20.10.2021 9:45,"294.9138","1575.4196","0","294.9138","1870.3334"
20.10.2021 10:00,"882.8613","1550.1387","0","882.8613","2433"
20.10.2021 10:15,"1069.8267","1429.1733","0","1069.8267","2499"
20.10.2021 10:30,"570.147","2272.1863","0","570.147","2842.3333"
20.10.2021 10:45,"1821.9314","2092.0686","0","1821.9314","3914"
20.10.2021 11:00,"1579.2166","2211.1167","0","1579.2166","3790.3333"
20.10.2021 11:15,"1635.573","1522.7603","1081.5343","2717.1074","3158.3333"
20.10.2021 11:30,"2836.3333","0","3610.3655","6446.6987","2836.3333"
20.10.2021 11:45,"1862.6582","276.3418","769.1573","2631.8154","2139"
20.10.2021 12:00,"995.7933","1247.2067","0","995.7933","2243"
20.10.2021 12:15,"1958.8312","396.1688","872.093","2830.9241","2355"
20.10.2021 12:30,"2339.614","29.0528","1591.0828","3930.6968","2368.6667"
20.10.2021 12:45,"1781.5078","53.1588","984.9054","2766.4131","1834.6666"
20.10.2021 13:00,"937.9689","1092.6978","0","937.9689","2030.6666"
20.10.2021 13:15,"1339.5426","431.4574","0","1339.5426","1771"
20.10.2021 13:30,"1151.4795","773.1871","0","1151.4795","1924.6666"
20.10.2021 13:45,"1040.1464","1608.8536","0","1040.1464","2649"
20.10.2021 14:00,"1084.0253","2027.308","0","1084.0253","3111.3333"
20.10.2021 14:15,"908.548","1709.1188","0","908.548","2617.6667"
20.10.2021 14:30,"917.1409","1960.1924","0","917.1409","2877.3333"
20.10.2021 14:45,"445.448","2596.2188","0","445.448","3041.6667"
20.10.2021 15:00,"398.4924","2330.5076","0","398.4924","2729"
20.10.2021 15:15,"584.3757","1876.6243","0","584.3757","2461"
20.10.2021 15:30,"390.6744","1581.6589","0","390.6744","1972.3334"
20.10.2021 15:45,"389.4806","1615.5194","0","389.4806","2005"
20.10.2021 16:00,"391.9371","902.0629","0","391.9371","1294"
20.10.2021 16:15,"329.2913","532.3754","0","329.2913","861.6667"
20.10.2021 16:30,"322.9467","171.0533","0","322.9467","494"
20.10.2021 16:45,"298.3305","5.0029","78.3299","376.6603","303.3333"
20.10.2021 17:00,"122","0","304.0405","426.0405","122"
20.10.2021 17:15,"16","0","393.7466","409.7466","16"
20.10.2021 17:30,"0","0","547.3129","547.3129","0"
20.10.2021 17:45,"0","0","568.1957","568.1957","0"
20.10.2021 18:00,"0","0","581.5488","581.5488","0"
20.10.2021 18:15,"0","0","803.8138","803.8138","0"
20.10.2021 18:30,"0","0","843.7646","843.7646","0"
20.10.2021 18:45,"0","0","635.7678","635.7678","0"
20.10.2021 19:00,"0","0","785.619","785.619","0"
20.10.2021 19:15,"0","0","824.8151","824.8151","0"
20.10.2021 19:30,"0","0","880.8768","880.8768","0"
20.10.2021 19:45,"0","0","907.8763","907.8763","0"
20.10.2021 20:00,"0","0","710.2767","710.2767","0"
20.10.2021 20:15,"0","0","756.0303","756.0303","0"
20.10.2021 20:30,"0","0","1071.1809","1071.1809","0"
20.10.2021 20:45,"0","0","610.9414","610.9414","0"
20.10.2021 21:00,"0","0","869.772","869.772","0"
20.10.2021 21:15,"0","0","870.8173","870.8173","0"
20.10.2021 21:30,"0","0","769.2052","769.2052","0"
20.10.2021 21:45,"0","0","807.6896","807.6896","0"
20.10.2021 22:00,"0","0","579.9377","579.9377","0"
20.10.2021 22:15,"0","0","573.1166","573.1166","0"
20.10.2021 22:30,"0","0","485.7164","485.7164","0"
20.10.2021 22:45,"0","0","528.5333","528.5333","0"
20.10.2021 23:00,"0","0","707.9001","707.9001","0"
20.10.2021 23:15,"0","0","326.512","326.512","0"
20.10.2021 23:30,"0","0","396.8503","396.8503","0"
20.10.2021 23:45,"0","0","431.6126","431.6126","0"
21.10.2021 0:00,"0","0","431.1534","431.1534","0"
21.10.2021 0:15,"0","0","428.1852","428.1852","0"
21.10.2021 0:30,"0","0","429.7968","429.7968","0"
21.10.2021 0:45,"0","0","429.5136","429.5136","0"
21.10.2021 1:00,"0","0","392.3105","392.3105","0"
21.10.2021 1:15,"0","0","327.3651","327.3651","0"
21.10.2021 1:30,"0","0","327.8315","327.8315","0"
21.10.2021 1:45,"0","0","326.8308","326.8308","0"
21.10.2021 2:00,"0","0","327.6929","327.6929","0"
21.10.2021 2:15,"0","0","435.4187","435.4187","0"
21.10.2021 2:30,"0","0","429.0873","429.0873","0"
21.10.2021 2:45,"0","0","426.9893","426.9893","0"
21.10.2021 3:00,"0","0","425.4499","425.4499","0"
21.10.2021 3:15,"0","0","423.369","423.369","0"
21.10.2021 3:30,"0","0","327.3852","327.3852","0"
21.10.2021 3:45,"0","0","327.752","327.752","0"
21.10.2021 4:00,"0","0","326.4078","326.4078","0"
21.10.2021 4:15,"0","0","327.3093","327.3093","0"
21.10.2021 4:30,"0","0","395.744","395.744","0"
21.10.2021 4:45,"0","0","426.809","426.809","0"
21.10.2021 5:00,"0","0","439.843","439.843","0"
21.10.2021 5:15,"0","0","435.1316","435.1316","0"
21.10.2021 5:30,"0","0","927.474","927.474","0"
21.10.2021 5:45,"0","0","441.0554","441.0554","0"
21.10.2021 6:00,"0","0","358.7908","358.7908","0"
21.10.2021 6:15,"0","0","353.7019","353.7019","0"
21.10.2021 6:30,"0","0","497.7373","497.7373","0"
21.10.2021 6:45,"0","0","338.2722","338.2722","0"
21.10.2021 7:00,"0","0","426.2557","426.2557","0"
21.10.2021 7:15,"2.6667","0","426.671","429.3376","2.6667"
21.10.2021 7:30,"24.6667","0","860.2458","884.9125","24.6667"
21.10.2021 7:45,"71.6667","0","798.6608","870.3275","71.6667"
21.10.2021 8:00,"218.6667","0","171.8681","390.5347","218.6667"
21.10.2021 8:15,"371.959","413.7077","0","371.959","785.6667"
21.10.2021 8:30,"322.2095","822.4572","0","322.2095","1144.6666"
21.10.2021 8:45,"292.1109","7.2224","475.7924","767.9033","299.3333"
21.10.2021 9:00,"388.0905","1056.5762","142.2773","530.3678","1444.6666"
21.10.2021 9:15,"407.4678","2837.5322","0","407.4678","3245"
21.10.2021 9:30,"953.5054","311.8279","0","953.5054","1265.3334"
21.10.2021 9:45,"388.7981","2264.5352","0","388.7981","2653.3333"
21.10.2021 10:00,"385.2534","3213.4133","0","385.2534","3598.6667"
21.10.2021 10:15,"416.4026","3243.5974","0","416.4026","3660"
21.10.2021 10:30,"596.687","3296.6462","0","596.687","3893.3333"
21.10.2021 10:45,"285.3276","3837.6724","0","285.3276","4123"
21.10.2021 11:00,"280.3623","4073.3042","0","280.3623","4353.6665"
21.10.2021 11:15,"283.249","4010.4175","0","283.249","4293.6665"
21.10.2021 11:30,"277.4426","4049.2239","0","277.4426","4326.6665"
21.10.2021 11:45,"527.7654","3727.9011","0","527.7654","4255.6665"
21.10.2021 12:00,"879.2444","4022.7556","0","879.2444","4902"
21.10.2021 12:15,"1447.4185","3374.915","0","1447.4185","4822.3335"
21.10.2021 12:30,"2622.459","1207.8743","58.6786","2681.1377","3830.3333"
21.10.2021 12:45,"4067.2178","183.4487","769.6511","4836.8691","4250.6665"
21.10.2021 13:00,"2374.4988","1895.5012","0","2374.4988","4270"
21.10.2021 13:15,"2372.3777","1418.2891","0","2372.3777","3790.6667"
21.10.2021 13:30,"2186.6111","2113.3889","0","2186.6111","4300"
21.10.2021 13:45,"1108.2805","203.7195","207.6807","1315.9612","1312"
21.10.2021 14:00,"874.3333","0","645.6768","1520.01","874.3333"
21.10.2021 14:15,"586.6667","0","2009.5546","2596.2212","586.6667"
21.10.2021 14:30,"225.3333","0","593.3211","818.6544","225.3333"
21.10.2021 14:45,"240.6667","0","1019.9662","1260.6328","240.6667"
21.10.2021 15:00,"248.6667","0","814.4594","1063.126","248.6667"
21.10.2021 15:15,"283.6667","0","579.0814","862.748","283.6667"
21.10.2021 15:30,"217","0","699.2052","916.2052","217"
21.10.2021 15:45,"39.3333","0","559.7803","599.1136","39.3333"
21.10.2021 16:00,"2","0","1555.501","1557.501","2"
21.10.2021 16:15,"0","0","1032.3187","1032.3187","0"
21.10.2021 16:30,"0","0","1301.5165","1301.5165","0"
21.10.2021 16:45,"0","0","2200.5859","2200.5859","0"
21.10.2021 17:00,"0","0","1801.2941","1801.2941","0"
21.10.2021 17:15,"0","0","2731.1418","2731.1418","0"
21.10.2021 17:30,"0","0","1711.1702","1711.1702","0"
21.10.2021 17:45,"0","0","3123.4663","3123.4663","0"
21.10.2021 18:00,"0","0","800.3567","800.3567","0"
21.10.2021 18:15,"0","0","1385.4203","1385.4203","0"
21.10.2021 18:30,"0","0","1141.9423","1141.9423","0"
21.10.2021 18:45,"0","0","1411.9763","1411.9763","0"
21.10.2021 19:00,"0","0","1114.1669","1114.1669","0"
21.10.2021 19:15,"0","0","553.8745","553.8745","0"
21.10.2021 19:30,"0","0","506.4973","506.4973","0"
21.10.2021 19:45,"0","0","524.3032","524.3032","0"
21.10.2021 20:00,"0","0","842.4675","842.4675","0"
21.10.2021 20:15,"0","0","664.8726","664.8726","0"
21.10.2021 20:30,"0","0","779.7289","779.7289","0"
21.10.2021 20:45,"0","0","781.0608","781.0608","0"
21.10.2021 21:00,"0","0","974.8459","974.8459","0"
21.10.2021 21:15,"0","0","751.3802","751.3802","0"
21.10.2021 21:30,"0","0","755.0459","755.0459","0"
21.10.2021 21:45,"0","0","684.3246","684.3246","0"
21.10.2021 22:00,"0","0","618.4495","618.4495","0"
21.10.2021 22:15,"0","0","617.8126","617.8126","0"
21.10.2021 22:30,"0","0","609.6612","609.6612","0"
21.10.2021 22:45,"0","0","653.3503","653.3503","0"
21.10.2021 23:00,"0","0","742.3984","742.3984","0"
21.10.2021 23:15,"0","0","905.1241","905.1241","0"
21.10.2021 23:30,"0","0","695.3369","695.3369","0"
21.10.2021 23:45,"0","0","421.796","421.796","0"
22.10.2021 0:00,"0","0","415.5878","415.5878","0"
22.10.2021 0:15,"0","0","359.0708","359.0708","0"
22.10.2021 0:30,"0","0","326.7019","326.7019","0"
22.10.2021 0:45,"0","0","326.9537","326.9537","0"
22.10.2021 1:00,"0","0","329.4001","329.4001","0"
22.10.2021 1:15,"0","0","324.7675","324.7675","0"
22.10.2021 1:30,"0","0","424.7627","424.7627","0"
22.10.2021 1:45,"0","0","426.824","426.824","0"
22.10.2021 2:00,"0","0","421.9881","421.9881","0"
22.10.2021 2:15,"0","0","435.0251","435.0251","0"
22.10.2021 2:30,"0","0","420.5297","420.5297","0"
22.10.2021 2:45,"0","0","356.0618","356.0618","0"
22.10.2021 3:00,"0","0","325.7489","325.7489","0"
22.10.2021 3:15,"0","0","325.9991","325.9991","0"
22.10.2021 3:30,"0","0","327.2654","327.2654","0"
22.10.2021 3:45,"0","0","324.7781","324.7781","0"
22.10.2021 4:00,"0","0","420.7596","420.7596","0"
22.10.2021 4:15,"0","0","422.9137","422.9137","0"
22.10.2021 4:30,"0","0","419.489","419.489","0"
22.10.2021 4:45,"0","0","412.8358","412.8358","0"
22.10.2021 5:00,"0","0","431.6867","431.6867","0"
22.10.2021 5:15,"0","0","338.065","338.065","0"
22.10.2021 5:30,"0","0","810.5401","810.5401","0"
22.10.2021 5:45,"0","0","347.057","347.057","0"
22.10.2021 6:00,"0","0","410.4008","410.4008","0"
22.10.2021 6:15,"0","0","381.8806","381.8806","0"
22.10.2021 6:30,"0","0","435.4212","435.4212","0"
22.10.2021 6:45,"0","0","432.7312","432.7312","0"
22.10.2021 7:00,"0","0","420.9048","420.9048","0"
22.10.2021 7:15,"6.6667","0","415.2016","421.8682","6.6667"
22.10.2021 7:30,"45","0","329.0276","374.0276","45"
22.10.2021 7:45,"106.3333","0","740.0908","846.4241","106.3333"
22.10.2021 8:00,"288.9357","523.0643","17.3771","306.3128","812"
22.10.2021 8:15,"293.9141","378.0859","0","293.9141","672"
22.10.2021 8:30,"332.3956","325.2711","0","332.3956","657.6667"
22.10.2021 8:45,"413.0502","882.2832","0","413.0502","1295.3334"
22.10.2021 9:00,"397.8799","267.7868","0","397.8799","665.6667"
22.10.2021 9:15,"391.2523","1569.0811","0","391.2523","1960.3334"
22.10.2021 9:30,"394.4692","1271.8641","0","394.4692","1666.3334"
22.10.2021 9:45,"710.7946","1875.5387","0","710.7946","2586.3333"
22.10.2021 10:00,"674.507","315.493","0","674.507","990"
22.10.2021 10:15,"869.8442","2700.8225","66.4528","936.2971","3570.6667"
22.10.2021 10:30,"2546.252","44.0812","1246.8843","3793.1362","2590.3333"
22.10.2021 10:45,"925.4158","62.2509","459.3261","1384.7418","987.6667"
22.10.2021 11:00,"1749.7676","346.8992","366.8286","2116.5962","2096.6667"
22.10.2021 11:15,"1878.9211","3846.4124","0","1878.9211","5725.3335"
22.10.2021 11:30,"1437.1748","2890.8252","0","1437.1748","4328"
22.10.2021 11:45,"1439.5083","2423.825","332.9699","1772.4783","3863.3333"
22.10.2021 12:00,"1717.592","3220.7415","0","1717.592","4938.3335"
22.10.2021 12:15,"560.2075","4445.126","0","560.2075","5005.3335"
22.10.2021 12:30,"2920.3699","2393.9636","0","2920.3699","5314.3335"
22.10.2021 12:45,"1685.2041","3519.7959","0","1685.2041","5205"
22.10.2021 13:00,"1493.7344","3172.2656","0","1493.7344","4666"
22.10.2021 13:15,"3238.1543","1032.8457","86.1303","3324.2847","4271"
22.10.2021 13:30,"1276.4905","2807.5095","0","1276.4905","4084"
22.10.2021 13:45,"2175.2705","1705.0629","0","2175.2705","3880.3333"
22.10.2021 14:00,"1228.0967","2417.9033","0","1228.0967","3646"
22.10.2021 14:15,"1469.8751","1941.1249","0","1469.8751","3411"
22.10.2021 14:30,"897.2446","2240.4221","0","897.2446","3137.6667"
22.10.2021 14:45,"621.842","2252.4912","0","621.842","2874.3333"
22.10.2021 15:00,"406.9963","2220.0037","0","406.9963","2627"
22.10.2021 15:15,"380.5671","2051.7661","0","380.5671","2432.3333"
22.10.2021 15:30,"348.9089","1809.7578","0","348.9089","2158.6667"
22.10.2021 15:45,"649.8925","1384.7742","0","649.8925","2034.6666"
22.10.2021 16:00,"394.0984","1143.5682","0","394.0984","1537.6666"
22.10.2021 16:15,"324.292","261.3747","54.2797","378.5717","585.6667"
22.10.2021 16:30,"438.343","9.9904","64.8067","503.1496","448.3333"
22.10.2021 16:45,"193.3333","0","522.8315","716.1649","193.3333"
22.10.2021 17:00,"86.3333","0","644.9752","731.3085","86.3333"
22.10.2021 17:15,"1.3333","0","521.597","522.9303","1.3333"
22.10.2021 17:30,"0","0","1028.0881","1028.0881","0"
22.10.2021 17:45,"0","0","464.6585","464.6585","0"
22.10.2021 18:00,"0","0","719.0315","719.0315","0"
22.10.2021 18:15,"0","0","687.8292","687.8292","0"
22.10.2021 18:30,"0","0","420.1765","420.1765","0"
22.10.2021 18:45,"0","0","496.456","496.456","0"
22.10.2021 19:00,"0","0","556.3848","556.3848","0"
22.10.2021 19:15,"0","0","570.2626","570.2626","0"
22.10.2021 19:30,"0","0","605.7732","605.7732","0"
22.10.2021 19:45,"0","0","517.3102","517.3102","0"
22.10.2021 20:00,"0","0","448.575","448.575","0"
22.10.2021 20:15,"0","0","445.6448","445.6448","0"
22.10.2021 20:30,"0","0","449.8705","449.8705","0"
22.10.2021 20:45,"0","0","472.0375","472.0375","0"
22.10.2021 21:00,"0","0","572.3109","572.3109","0"
22.10.2021 21:15,"0","0","578.7233","578.7233","0"
22.10.2021 21:30,"0","0","569.6974","569.6974","0"
22.10.2021 21:45,"0","0","562.4749","562.4749","0"
22.10.2021 22:00,"0","0","537.4372","537.4372","0"
22.10.2021 22:15,"0","0","470.3445","470.3445","0"
22.10.2021 22:30,"0","0","469.4479","469.4479","0"
22.10.2021 22:45,"0","0","452.0403","452.0403","0"
22.10.2021 23:00,"0","0","443.6976","443.6976","0"
22.10.2021 23:15,"0","0","432.6965","432.6965","0"
22.10.2021 23:30,"0","0","431.7317","431.7317","0"
22.10.2021 23:45,"0","0","426.975","426.975","0"
23.10.2021 0:00,"0","0","363.0319","363.0319","0"
23.10.2021 0:15,"0","0","332.4734","332.4734","0"
23.10.2021 0:30,"0","0","332.447","332.447","0"
23.10.2021 0:45,"0","0","332.4853","332.4853","0"
23.10.2021 1:00,"0","0","436.6827","436.6827","0"
23.10.2021 1:15,"0","0","431.6927","431.6927","0"
23.10.2021 1:30,"0","0","428.5158","428.5158","0"
23.10.2021 1:45,"0","0","425.4415","425.4415","0"
23.10.2021 2:00,"0","0","352.1124","352.1124","0"
23.10.2021 2:15,"0","0","269.8127","269.8127","0"
23.10.2021 2:30,"0","0","271.1356","271.1356","0"
23.10.2021 2:45,"0","0","310.127","310.127","0"
23.10.2021 3:00,"0","0","330.2047","330.2047","0"
23.10.2021 3:15,"0","0","433.6064","433.6064","0"
23.10.2021 3:30,"0","0","423.3747","423.3747","0"
23.10.2021 3:45,"0","0","424.5459","424.5459","0"
23.10.2021 4:00,"0","0","422.1128","422.1128","0"
23.10.2021 4:15,"0","0","357.5898","357.5898","0"
23.10.2021 4:30,"0","0","326.09","326.09","0"
23.10.2021 4:45,"0","0","325.2606","325.2606","0"
23.10.2021 5:00,"0","0","325.9588","325.9588","0"
23.10.2021 5:15,"0","0","322.9399","322.9399","0"
23.10.2021 5:30,"0","0","425.0263","425.0263","0"
23.10.2021 5:45,"0","0","423.4725","423.4725","0"
23.10.2021 6:00,"0","0","420.1205","420.1205","0"
23.10.2021 6:15,"0","0","418.6201","418.6201","0"
23.10.2021 6:30,"0","0","415.6049","415.6049","0"
23.10.2021 6:45,"0","0","334.2838","334.2838","0"
23.10.2021 7:00,"0","0","511.4029","511.4029","0"
23.10.2021 7:15,"17","0","266.4788","283.4788","17"
23.10.2021 7:30,"305.3758","493.9575","0","305.3758","799.3333"
23.10.2021 7:45,"370.7686","469.5647","260.434","631.2026","840.3333"
23.10.2021 8:00,"178.3333","0","252.3021","430.6354","178.3333"
23.10.2021 8:15,"424.5827","94.7506","457.3966","881.9793","519.3333"
23.10.2021 8:30,"731","0","1390.0731","2121.0732","731"
23.10.2021 8:45,"778.3333","0","915.5948","1693.9282","778.3333"
23.10.2021 9:00,"595.9266","384.7401","354.5612","950.4879","980.6667"
23.10.2021 9:15,"348.6525","703.0142","0","348.6525","1051.6666"
23.10.2021 9:30,"1767.3333","1953.6667","0","1767.3333","3721"
23.10.2021 9:45,"366.2112","2481.1221","0","366.2112","2847.3333"
23.10.2021 10:00,"658.9176","509.4158","0","658.9176","1168.3334"
23.10.2021 10:15,"1174.8766","1730.7902","0","1174.8766","2905.6667"
23.10.2021 10:30,"386.4009","3744.5991","0","386.4009","4131"
23.10.2021 10:45,"293.239","3336.0942","0","293.239","3629.3333"
23.10.2021 11:00,"331.3459","3666.3208","0","331.3459","3997.6667"
23.10.2021 11:15,"311.4905","1175.8429","0","311.4905","1487.3334"
23.10.2021 11:30,"290.0797","1772.9203","0","290.0797","2063"
23.10.2021 11:45,"300.8735","5144.793","0","300.8735","5445.6665"
23.10.2021 12:00,"579.428","3560.2385","0","579.428","4139.6665"
23.10.2021 12:15,"1509.2747","2386.0586","348.8803","1858.155","3895.3333"
23.10.2021 12:30,"657.1187","3329.8813","0","657.1187","3987"
23.10.2021 12:45,"481.672","1461.328","0","481.672","1943"
23.10.2021 13:00,"528.7046","552.2954","0","528.7046","1081"
23.10.2021 13:15,"683.3333","0","1285.3699","1968.7031","683.3333"
23.10.2021 13:30,"708.3333","0","1218.6427","1926.9761","708.3333"
23.10.2021 13:45,"773.6667","0","906.6055","1680.2722","773.6667"
23.10.2021 14:00,"756.6667","0","2530.4448","3287.1116","756.6667"
23.10.2021 14:15,"665.8948","77.1052","716.4899","1382.3848","743"
23.10.2021 14:30,"576.5785","588.0881","0","576.5785","1164.6666"
23.10.2021 14:45,"804.5179","171.1488","451.2293","1255.7472","975.6667"
23.10.2021 15:00,"1128.9583","946.7085","141.2396","1270.1979","2075.6667"
23.10.2021 15:15,"518.5364","392.797","0","518.5364","911.3333"
23.10.2021 15:30,"1340.6666","0","1358.9548","2699.6216","1340.6666"
23.10.2021 15:45,"2037","0","2470.4382","4507.4385","2037"
23.10.2021 16:00,"779","0","3803.6294","4582.6294","779"
23.10.2021 16:15,"402.3333","0","2204.2559","2606.5891","402.3333"
23.10.2021 16:30,"271.3333","0","942.0096","1213.3429","271.3333"
23.10.2021 16:45,"4","0","1789.098","1793.098","4"
23.10.2021 17:00,"0","0","1230.8849","1230.8849","0"
23.10.2021 17:15,"0","0","1735.116","1735.116","0"
23.10.2021 17:30,"0","0","1781.7151","1781.7151","0"
23.10.2021 17:45,"0","0","1028.3402","1028.3402","0"
23.10.2021 18:00,"0","0","916.6836","916.6836","0"
23.10.2021 18:15,"0","0","1128.5332","1128.5332","0"
23.10.2021 18:30,"0","0","1463.7009","1463.7009","0"
23.10.2021 18:45,"0","0","1402.0828","1402.0828","0"
23.10.2021 19:00,"0","0","958.124","958.124","0"
23.10.2021 19:15,"0","0","1126.3055","1126.3055","0"
23.10.2021 19:30,"0","0","1110.6368","1110.6368","0"
23.10.2021 19:45,"0","0","1119.7148","1119.7148","0"
23.10.2021 20:00,"0","0","1113.0045","1113.0045","0"
23.10.2021 20:15,"0","0","665.3257","665.3257","0"
23.10.2021 20:30,"0","0","701.5159","701.5159","0"
23.10.2021 20:45,"0","0","667.227","667.227","0"
23.10.2021 21:00,"0","0","652.1313","652.1313","0"
23.10.2021 21:15,"0","0","667.5803","667.5803","0"
23.10.2021 21:30,"0","0","607.5249","607.5249","0"
23.10.2021 21:45,"0","0","563.1068","563.1068","0"
23.10.2021 22:00,"0","0","561.676","561.676","0"
23.10.2021 22:15,"0","0","554.6195","554.6195","0"
23.10.2021 22:30,"0","0","560.532","560.532","0"
23.10.2021 22:45,"0","0","607.1143","607.1143","0"
23.10.2021 23:00,"0","0","567.376","567.376","0"
23.10.2021 23:15,"0","0","606.1555","606.1555","0"
23.10.2021 23:30,"0","0","566.5136","566.5136","0"
23.10.2021 23:45,"0","0","365.4473","365.4473","0"
24.10.2021 0:00,"0","0","327.0356","327.0356","0"
24.10.2021 0:15,"0","0","331.6372","331.6372","0"
24.10.2021 0:30,"0","0","331.738","331.738","0"
24.10.2021 0:45,"0","0","365.4652","365.4652","0"
24.10.2021 1:00,"0","0","437.459","437.459","0"
24.10.2021 1:15,"0","0","436.6703","436.6703","0"
24.10.2021 1:30,"0","0","429.6801","429.6801","0"
24.10.2021 1:45,"0","0","430.7858","430.7858","0"
24.10.2021 2:00,"0","0","331.2192","331.2192","0"
24.10.2021 2:15,"0","0","330.1697","330.1697","0"
24.10.2021 2:30,"0","0","331.3212","331.3212","0"
24.10.2021 2:45,"0","0","333.4453","333.4453","0"
24.10.2021 3:00,"0","0","363.3722","363.3722","0"
24.10.2021 3:15,"0","0","433.5509","433.5509","0"
24.10.2021 3:30,"0","0","432.7021","432.7021","0"
24.10.2021 3:45,"0","0","428.9576","428.9576","0"
24.10.2021 4:00,"0","0","429.3298","429.3298","0"
24.10.2021 4:15,"0","0","332.2011","332.2011","0"
24.10.2021 4:30,"0","0","330.4645","330.4645","0"
24.10.2021 4:45,"0","0","330.0826","330.0826","0"
24.10.2021 5:00,"0","0","329.5047","329.5047","0"
24.10.2021 5:15,"0","0","400.0858","400.0858","0"
24.10.2021 5:30,"0","0","431.7478","431.7478","0"
24.10.2021 5:45,"0","0","423.3773","423.3773","0"
24.10.2021 6:00,"0","0","367.9229","367.9229","0"
